ch1_mean,ch1_std,ch1_rms,ch1_skew,ch1_kurt,ch1_crest,ch2_mean,ch2_std,ch2_rms,ch2_skew,ch2_kurt,ch2_crest,ch3_mean,ch3_std,ch3_rms,ch3_skew,ch3_kurt,ch3_crest,ch1_spec_cent,ch1_spec_bw,ch1_en_lo,ch1_en_mid,ch1_en_hi,ch2_spec_cent,ch2_spec_bw,ch2_en_lo,ch2_en_mid,ch2_en_hi,ch3_spec_cent,ch3_spec_bw,ch3_en_lo,ch3_en_mid,ch3_en_hi,file,label
0.005464348593859401,0.9993915864878835,0.9994065250178849,-0.09741806172258304,-0.08138107636431968,2.838789587474699,0.0005100393547783053,0.9682100860946731,0.9682102204354165,-0.5318882261793548,1.004772422795579,4.371685114743516,0.010602255418974584,0.9727659604937973,0.9728237362006487,-0.7394866107913576,-0.06156734144631981,3.443252574309549,264.06130638747777,147.93072183936764,53022.696230685295,118586.4122171567,326766.4945310063,255.9755148089864,139.09487971608232,26637.689428454192,154966.3005885753,281193.31057824375,271.694145301357,131.92648185594496,16357.542774714842,89561.76459510636,365242.2856413315,H1.mat,0
0.045074510978266986,1.0345878636571124,1.035569292305695,0.048192665099551814,-0.06221483819108853,2.7396571711290845,-0.002575222928138178,0.9695788028450644,0.9695822227638036,-0.3029635110430883,0.5164844220644653,4.365498984311541,0.014943438123923009,0.9849858386413871,0.9850991872228096,-0.6965795738266418,-0.27713891624129605,3.400345749847579,256.68109464387953,148.8000792343293,63745.484517604884,137882.21890641397,332138.49995453027,252.09700381714126,140.99885803760708,39809.77780426917,157200.9613953245,269955.8183017894,273.6682411592131,130.19369695143683,16053.607060909171,84469.46376822147,383255.6832864407,H1.mat,0
0.020696965400393903,1.0222178676265734,1.0224273731037348,0.09174950157317324,0.034776095282827324,2.7748717533860194,-0.03260194969973258,1.0272527256607182,1.0277699399678892,-0.2802728216539835,0.2023676842160662,3.647113404834032,-0.005841004611440596,0.987653252150016,0.9876705239184643,-0.6160350095387103,-0.4225033884116729,2.9528539085792214,263.4296470570515,149.79434198667676,56165.40865284289,131783.54324613424,332480.697830288,255.08425129557114,141.22865359862607,39992.65022405704,168086.15708842746,318675.13001420215,273.25321726795016,130.5129433740455,14641.482064701622,79669.6337321361,392112.77748998476,H1.mat,0
-0.023808683787147268,0.9909575036286178,0.9912434753487854,0.08188931497375758,0.031628005317340335,2.862167476706954,-0.019268052433099463,1.0189723783312319,1.0191545347230577,-0.4516604222777684,0.7644935163564162,3.8630997594356313,-0.012224918050971813,0.9972680714142548,0.9973429976109823,-0.5803739830918069,-0.44876771914587055,3.1057855289307543,272.449664963437,147.52525524212476,40731.54359343112,125219.8627270791,323723.0275896563,258.0045515773556,139.6339997556788,27836.04703332577,183534.4024666619,306494.286597571,274.96401985205364,129.84999628275534,10900.799802519214,92384.50846266065,392788.50975832704,H1.mat,0
-0.0189982871347278,0.9631457299302938,0.9633330846581634,0.012452951044712633,0.15088278960167978,2.9450922853114267,0.009421328094068931,0.9779119920345429,0.9779573741160829,-0.4133735876357468,0.9103028649288079,4.025835624837455,0.030492474528675446,0.960365792979119,0.9608497527331178,-0.6229171303824,-0.36793857397224716,3.223743815690387,268.7608080369345,145.6355880244407,37305.9222048869,117549.5806994163,308079.44926923123,256.42209183672765,139.8710195526471,26173.551470563543,166535.639639268,283625.58459897933,270.08665140377593,129.28015829025583,11117.955617884307,99076.02849246623,349322.207146367,H1.mat,0
-0.03793403299198943,0.9792953657094098,0.9800297975872795,0.01828973488139877,0.10324401667468042,2.894916913035089,0.00025958961836742135,1.0275718518688601,1.0275718846581823,-0.33478802469592606,0.7012527473795087,3.947744369221748,0.010932739786085641,0.9705098766381535,0.9705714530375567,-0.6094308493496968,-0.4289851825370654,3.294184050709992,269.92996089375146,147.55396943580945,44611.858811519865,114492.38002191063,318851.44389173196,257.59601104995437,138.4048293668278,35333.83142835731,155037.20185812225,336288.0287410061,270.2891508261499,131.06643430671994,15309.737608559366,96078.71790459675,357856.2443374805,H1.mat,0
-0.05744749543940885,0.9983646196194643,1.0000160640910618,0.020308975633411164,0.0025639951857416854,2.8370592621140127,0.011794546901592136,1.0131893070898428,1.0132579549837295,-0.485232875216909,1.1092125726442053,4.177327392047561,-0.008675936987597218,1.0112948357517197,1.011332050664227,-0.6396548934787063,-0.44259230607769373,3.161415679349357,269.58451475703794,148.4382114109268,51729.21323163364,115690.01926785441,328272.2821037458,255.75520742034888,139.60238372598127,34327.6930483665,159866.61344909517,317375.9730126893,275.3578540898049,131.1566210179661,16952.045711104023,85658.04136477748,407232.3643220782,H1.mat,0
-0.03630928067438221,1.0210839606130593,1.0217293274073826,0.01209798881338891,0.05158705357292925,2.7767675463465067,0.025100467479782958,0.9866597077624606,0.9869789320900461,-0.47777487571211097,0.8594953588496765,4.288551732799516,0.016334013664155708,1.013437749842332,1.0135693724693293,-0.7386764762388935,-0.1950270009793016,3.497057952360233,271.8611314556689,147.6895495460351,33922.53304449285,141546.22587883146,343406.59614120336,254.91697190672016,140.52624734450254,23099.238350270676,176263.1075887509,284501.8726576035,275.04268443696674,131.02988320481816,16206.140162994641,83167.59770492747,412808.4672599841,H1.mat,0
-0.027271596797012233,1.0034314672462434,1.0038019971347973,0.10417518434902279,-0.10278446985363088,2.8263590280727082,0.002875042442357084,1.036122278637047,1.0361262674776042,-0.30667917768484293,0.30619928200788005,3.3769002824721297,-0.005885212579339795,1.0321461086969588,1.0321628870606507,-0.6658893750275032,-0.4218118146214458,3.4340615026243677,268.44722651643286,148.3693612416404,37501.16854701228,139606.10543268055,325144.7055914511,255.55760272020927,137.95567966414748,19646.871796342162,205476.89985369105,308979.4150815719,274.061205305792,131.38907597802543,14919.415735591721,84121.12114662994,432065.54846876423,H1.mat,0
0.017697622962454532,1.0343668331720215,1.0345182218911555,0.06363604535534427,0.053526341068171224,2.742440662526129,0.01701732331088962,1.009729269756038,1.0098726590490157,-0.3717843097843067,0.6648515855982482,3.8259440458892238,-0.022612282620488044,1.0248641197874346,1.025113544614928,-0.7145503290889288,-0.2422642500874419,3.016061815285959,268.7726221696488,147.2929450601779,51972.10711181625,128971.36016426969,352886.87316414004,258.6262522767475,140.6760129707115,34905.958263234854,155807.9143243934,316447.3525813402,280.59336113119366,131.91544342044622,15337.607081725882,79068.73387343214,429368.08696560905,H10.mat,0
0.01380995642600645,1.032763487675507,1.0328558158679098,-0.0653226761317038,0.15078200571637002,2.746854686014786,0.03202794091660012,0.9970873544934571,0.9976016146188409,-0.26747503313491233,0.5364168714905677,3.873005245686695,-0.00376015590136355,0.9986822208658509,0.9986892995551473,-0.6153411128667828,-0.480879900035839,3.0637350283193867,266.9690331920292,148.79376715416737,59401.929365460004,119237.4128017453,351200.6342722761,258.2407534158957,142.03385335608868,37155.878405335505,151150.31820796133,304621.1514637681,277.25658249470604,129.14913590033197,13551.327696095801,79784.61169400312,403473.6143188335,H10.mat,0
-0.001605291163875152,1.0534411620560928,1.0534423851705474,0.05522099187573802,-0.02616033410526697,2.6931751354127207,0.010504246464005725,1.0068021238350968,1.0068569192058217,-0.27275811193137195,0.4542878614293393,3.8124088601876966,-0.007941864966426003,1.0042915795723735,1.004322980927509,-0.591553519122036,-0.5646574195764154,2.9746451366190794,268.4862504129188,148.6706112993351,54633.61052697032,131182.30139782093,364170.5015392162,260.63746987630117,139.74597473356417,32109.994545205307,149666.03784149134,324210.0859479417,277.49424740489616,128.73869762745343,13608.55974334784,81992.3192677095,407668.5696005284,H10.mat,0
